year,month,bank,url,report,date
1970,9,da,https://www.minneapolisfed.org/beige-book-reports/1970/1970-09-da,1970-09-da,9/1/1970
1970,9,kc,https://www.minneapolisfed.org/beige-book-reports/1970/1970-09-kc,1970-09-kc,9/1/1970
1970,9,mi,https://www.minneapolisfed.org/beige-book-reports/1970/1970-09-mi,1970-09-mi,9/1/1970
1970,9,ny,https://www.minneapolisfed.org/beige-book-reports/1970/1970-09-ny,1970-09-ny,9/1/1970
1970,9,ph,https://www.minneapolisfed.org/beige-book-reports/1970/1970-09-ph,1970-09-ph,9/1/1970
1970,9,ri,https://www.minneapolisfed.org/beige-book-reports/1970/1970-09-ri,1970-09-ri,9/1/1970
1970,9,sf,https://www.minneapolisfed.org/beige-book-reports/1970/1970-09-sf,1970-09-sf,9/1/1970
1970,9,sl,https://www.minneapolisfed.org/beige-book-reports/1970/1970-09-sl,1970-09-sl,9/1/1970
1970,9,su,https://www.minneapolisfed.org/beige-book-reports/1970/1970-09-su,1970-09-su,9/1/1970
1970,10,at,https://www.minneapolisfed.org/beige-book-reports/1970/1970-10-at,1970-10-at,10/1/1970
1970,10,bo,https://www.minneapolisfed.org/beige-book-reports/1970/1970-10-bo,1970-10-bo,10/1/1970
1970,10,ch,https://www.minneapolisfed.org/beige-book-reports/1970/1970-10-ch,1970-10-ch,10/1/1970
1970,10,cl,https://www.minneapolisfed.org/beige-book-reports/1970/1970-10-cl,1970-10-cl,10/1/1970
1970,10,da,https://www.minneapolisfed.org/beige-book-reports/1970/1970-10-da,1970-10-da,10/1/1970
1970,10,kc,https://www.minneapolisfed.org/beige-book-reports/1970/1970-10-kc,1970-10-kc,10/1/1970
1970,10,mi,https://www.minneapolisfed.org/beige-book-reports/1970/1970-10-mi,1970-10-mi,10/1/1970
1970,10,ny,https://www.minneapolisfed.org/beige-book-reports/1970/1970-10-ny,1970-10-ny,10/1/1970
1970,10,ph,https://www.minneapolisfed.org/beige-book-reports/1970/1970-10-ph,1970-10-ph,10/1/1970
1970,10,ri,https://www.minneapolisfed.org/beige-book-reports/1970/1970-10-ri,1970-10-ri,10/1/1970
1970,10,sf,https://www.minneapolisfed.org/beige-book-reports/1970/1970-10-sf,1970-10-sf,10/1/1970
1970,10,sl,https://www.minneapolisfed.org/beige-book-reports/1970/1970-10-sl,1970-10-sl,10/1/1970
1970,10,su,https://www.minneapolisfed.org/beige-book-reports/1970/1970-10-su,1970-10-su,10/1/1970
1970,11,at,https://www.minneapolisfed.org/beige-book-reports/1970/1970-11-at,1970-11-at,11/1/1970
1970,11,bo,https://www.minneapolisfed.org/beige-book-reports/1970/1970-11-bo,1970-11-bo,11/1/1970
1970,11,ch,https://www.minneapolisfed.org/beige-book-reports/1970/1970-11-ch,1970-11-ch,11/1/1970
1970,11,cl,https://www.minneapolisfed.org/beige-book-reports/1970/1970-11-cl,1970-11-cl,11/1/1970
1970,11,da,https://www.minneapolisfed.org/beige-book-reports/1970/1970-11-da,1970-11-da,11/1/1970
1970,11,kc,https://www.minneapolisfed.org/beige-book-reports/1970/1970-11-kc,1970-11-kc,11/1/1970
1970,11,mi,https://www.minneapolisfed.org/beige-book-reports/1970/1970-11-mi,1970-11-mi,11/1/1970
1970,11,ny,https://www.minneapolisfed.org/beige-book-reports/1970/1970-11-ny,1970-11-ny,11/1/1970
1970,11,ph,https://www.minneapolisfed.org/beige-book-reports/1970/1970-11-ph,1970-11-ph,11/1/1970
1970,11,ri,https://www.minneapolisfed.org/beige-book-reports/1970/1970-11-ri,1970-11-ri,11/1/1970
1970,11,sf,https://www.minneapolisfed.org/beige-book-reports/1970/1970-11-sf,1970-11-sf,11/1/1970
1970,11,sl,https://www.minneapolisfed.org/beige-book-reports/1970/1970-11-sl,1970-11-sl,11/1/1970
1970,11,su,https://www.minneapolisfed.org/beige-book-reports/1970/1970-11-su,1970-11-su,11/1/1970
1970,12,at,https://www.minneapolisfed.org/beige-book-reports/1970/1970-12-at,1970-12-at,12/1/1970
1970,12,bo,https://www.minneapolisfed.org/beige-book-reports/1970/1970-12-bo,1970-12-bo,12/1/1970
1970,12,ch,https://www.minneapolisfed.org/beige-book-reports/1970/1970-12-ch,1970-12-ch,12/1/1970
1970,12,cl,https://www.minneapolisfed.org/beige-book-reports/1970/1970-12-cl,1970-12-cl,12/1/1970
1970,12,da,https://www.minneapolisfed.org/beige-book-reports/1970/1970-12-da,1970-12-da,12/1/1970
1970,12,kc,https://www.minneapolisfed.org/beige-book-reports/1970/1970-12-kc,1970-12-kc,12/1/1970
1970,12,mi,https://www.minneapolisfed.org/beige-book-reports/1970/1970-12-mi,1970-12-mi,12/1/1970
1970,12,ny,https://www.minneapolisfed.org/beige-book-reports/1970/1970-12-ny,1970-12-ny,12/1/1970
1970,12,ph,https://www.minneapolisfed.org/beige-book-reports/1970/1970-12-ph,1970-12-ph,12/1/1970
1970,12,ri,https://www.minneapolisfed.org/beige-book-reports/1970/1970-12-ri,1970-12-ri,12/1/1970
1970,12,sf,https://www.minneapolisfed.org/beige-book-reports/1970/1970-12-sf,1970-12-sf,12/1/1970
1970,12,sl,https://www.minneapolisfed.org/beige-book-reports/1970/1970-12-sl,1970-12-sl,12/1/1970
1970,12,su,https://www.minneapolisfed.org/beige-book-reports/1970/1970-12-su,1970-12-su,12/1/1970
1971,1,at,https://www.minneapolisfed.org/beige-book-reports/1971/1971-01-at,1971-01-at,1/1/1971
1971,1,bo,https://www.minneapolisfed.org/beige-book-reports/1971/1971-01-bo,1971-01-bo,1/1/1971
1971,1,ch,https://www.minneapolisfed.org/beige-book-reports/1971/1971-01-ch,1971-01-ch,1/1/1971
1971,1,cl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-01-cl,1971-01-cl,1/1/1971
1971,1,da,https://www.minneapolisfed.org/beige-book-reports/1971/1971-01-da,1971-01-da,1/1/1971
1971,1,kc,https://www.minneapolisfed.org/beige-book-reports/1971/1971-01-kc,1971-01-kc,1/1/1971
1971,1,mi,https://www.minneapolisfed.org/beige-book-reports/1971/1971-01-mi,1971-01-mi,1/1/1971
1971,1,ny,https://www.minneapolisfed.org/beige-book-reports/1971/1971-01-ny,1971-01-ny,1/1/1971
1971,1,ph,https://www.minneapolisfed.org/beige-book-reports/1971/1971-01-ph,1971-01-ph,1/1/1971
1971,1,ri,https://www.minneapolisfed.org/beige-book-reports/1971/1971-01-ri,1971-01-ri,1/1/1971
1971,1,sf,https://www.minneapolisfed.org/beige-book-reports/1971/1971-01-sf,1971-01-sf,1/1/1971
1971,1,sl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-01-sl,1971-01-sl,1/1/1971
1971,1,su,https://www.minneapolisfed.org/beige-book-reports/1971/1971-01-su,1971-01-su,1/1/1971
1971,2,at,https://www.minneapolisfed.org/beige-book-reports/1971/1971-02-at,1971-02-at,2/1/1971
1971,2,bo,https://www.minneapolisfed.org/beige-book-reports/1971/1971-02-bo,1971-02-bo,2/1/1971
1971,2,ch,https://www.minneapolisfed.org/beige-book-reports/1971/1971-02-ch,1971-02-ch,2/1/1971
1971,2,cl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-02-cl,1971-02-cl,2/1/1971
1971,2,da,https://www.minneapolisfed.org/beige-book-reports/1971/1971-02-da,1971-02-da,2/1/1971
1971,2,kc,https://www.minneapolisfed.org/beige-book-reports/1971/1971-02-kc,1971-02-kc,2/1/1971
1971,2,mi,https://www.minneapolisfed.org/beige-book-reports/1971/1971-02-mi,1971-02-mi,2/1/1971
1971,2,ny,https://www.minneapolisfed.org/beige-book-reports/1971/1971-02-ny,1971-02-ny,2/1/1971
1971,2,ph,https://www.minneapolisfed.org/beige-book-reports/1971/1971-02-ph,1971-02-ph,2/1/1971
1971,2,ri,https://www.minneapolisfed.org/beige-book-reports/1971/1971-02-ri,1971-02-ri,2/1/1971
1971,2,sf,https://www.minneapolisfed.org/beige-book-reports/1971/1971-02-sf,1971-02-sf,2/1/1971
1971,2,sl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-02-sl,1971-02-sl,2/1/1971
1971,2,su,https://www.minneapolisfed.org/beige-book-reports/1971/1971-02-su,1971-02-su,2/1/1971
1971,3,at,https://www.minneapolisfed.org/beige-book-reports/1971/1971-03-at,1971-03-at,3/1/1971
1971,3,bo,https://www.minneapolisfed.org/beige-book-reports/1971/1971-03-bo,1971-03-bo,3/1/1971
1971,3,ch,https://www.minneapolisfed.org/beige-book-reports/1971/1971-03-ch,1971-03-ch,3/1/1971
1971,3,cl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-03-cl,1971-03-cl,3/1/1971
1971,3,da,https://www.minneapolisfed.org/beige-book-reports/1971/1971-03-da,1971-03-da,3/1/1971
1971,3,kc,https://www.minneapolisfed.org/beige-book-reports/1971/1971-03-kc,1971-03-kc,3/1/1971
1971,3,mi,https://www.minneapolisfed.org/beige-book-reports/1971/1971-03-mi,1971-03-mi,3/1/1971
1971,3,ny,https://www.minneapolisfed.org/beige-book-reports/1971/1971-03-ny,1971-03-ny,3/1/1971
1971,3,ph,https://www.minneapolisfed.org/beige-book-reports/1971/1971-03-ph,1971-03-ph,3/1/1971
1971,3,ri,https://www.minneapolisfed.org/beige-book-reports/1971/1971-03-ri,1971-03-ri,3/1/1971
1971,3,sf,https://www.minneapolisfed.org/beige-book-reports/1971/1971-03-sf,1971-03-sf,3/1/1971
1971,3,sl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-03-sl,1971-03-sl,3/1/1971
1971,3,su,https://www.minneapolisfed.org/beige-book-reports/1971/1971-03-su,1971-03-su,3/1/1971
1971,4,at,https://www.minneapolisfed.org/beige-book-reports/1971/1971-04-at,1971-04-at,4/1/1971
1971,4,bo,https://www.minneapolisfed.org/beige-book-reports/1971/1971-04-bo,1971-04-bo,4/1/1971
1971,4,ch,https://www.minneapolisfed.org/beige-book-reports/1971/1971-04-ch,1971-04-ch,4/1/1971
1971,4,cl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-04-cl,1971-04-cl,4/1/1971
1971,4,da,https://www.minneapolisfed.org/beige-book-reports/1971/1971-04-da,1971-04-da,4/1/1971
1971,4,kc,https://www.minneapolisfed.org/beige-book-reports/1971/1971-04-kc,1971-04-kc,4/1/1971
1971,4,mi,https://www.minneapolisfed.org/beige-book-reports/1971/1971-04-mi,1971-04-mi,4/1/1971
1971,4,mny,https://www.minneapolisfed.org/beige-book-reports/1971/1971-04-mny,1971-04-mny,4/1/1971
1971,4,ph,https://www.minneapolisfed.org/beige-book-reports/1971/1971-04-ph,1971-04-ph,4/1/1971
1971,4,ri,https://www.minneapolisfed.org/beige-book-reports/1971/1971-04-ri,1971-04-ri,4/1/1971
1971,4,sf,https://www.minneapolisfed.org/beige-book-reports/1971/1971-04-sf,1971-04-sf,4/1/1971
1971,4,sl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-04-sl,1971-04-sl,4/1/1971
1971,4,su,https://www.minneapolisfed.org/beige-book-reports/1971/1971-04-su,1971-04-su,4/1/1971
1971,5,at,https://www.minneapolisfed.org/beige-book-reports/1971/1971-05-at,1971-05-at,5/1/1971
1971,5,bo,https://www.minneapolisfed.org/beige-book-reports/1971/1971-05-bo,1971-05-bo,5/1/1971
1971,5,ch,https://www.minneapolisfed.org/beige-book-reports/1971/1971-05-ch,1971-05-ch,5/1/1971
1971,5,cl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-05-cl,1971-05-cl,5/1/1971
1971,5,da,https://www.minneapolisfed.org/beige-book-reports/1971/1971-05-da,1971-05-da,5/1/1971
1971,5,kc,https://www.minneapolisfed.org/beige-book-reports/1971/1971-05-kc,1971-05-kc,5/1/1971
1971,5,mi,https://www.minneapolisfed.org/beige-book-reports/1971/1971-05-mi,1971-05-mi,5/1/1971
1971,5,ny,https://www.minneapolisfed.org/beige-book-reports/1971/1971-05-ny,1971-05-ny,5/1/1971
1971,5,ph,https://www.minneapolisfed.org/beige-book-reports/1971/1971-05-ph,1971-05-ph,5/1/1971
1971,5,ri,https://www.minneapolisfed.org/beige-book-reports/1971/1971-05-ri,1971-05-ri,5/1/1971
1971,5,sf,https://www.minneapolisfed.org/beige-book-reports/1971/1971-05-sf,1971-05-sf,5/1/1971
1971,5,sl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-05-sl,1971-05-sl,5/1/1971
1971,5,su,https://www.minneapolisfed.org/beige-book-reports/1971/1971-05-su,1971-05-su,5/1/1971
1971,6,at,https://www.minneapolisfed.org/beige-book-reports/1971/1971-06-at,1971-06-at,6/1/1971
1971,6,bo,https://www.minneapolisfed.org/beige-book-reports/1971/1971-06-bo,1971-06-bo,6/1/1971
1971,6,ch,https://www.minneapolisfed.org/beige-book-reports/1971/1971-06-ch,1971-06-ch,6/1/1971
1971,6,cl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-06-cl,1971-06-cl,6/1/1971
1971,6,da,https://www.minneapolisfed.org/beige-book-reports/1971/1971-06-da,1971-06-da,6/1/1971
1971,6,kc,https://www.minneapolisfed.org/beige-book-reports/1971/1971-06-kc,1971-06-kc,6/1/1971
1971,6,mi,https://www.minneapolisfed.org/beige-book-reports/1971/1971-06-mi,1971-06-mi,6/1/1971
1971,6,ny,https://www.minneapolisfed.org/beige-book-reports/1971/1971-06-ny,1971-06-ny,6/1/1971
1971,6,ph,https://www.minneapolisfed.org/beige-book-reports/1971/1971-06-ph,1971-06-ph,6/1/1971
1971,6,ri,https://www.minneapolisfed.org/beige-book-reports/1971/1971-06-ri,1971-06-ri,6/1/1971
1971,6,sf,https://www.minneapolisfed.org/beige-book-reports/1971/1971-06-sf,1971-06-sf,6/1/1971
1971,6,sl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-06-sl,1971-06-sl,6/1/1971
1971,6,su,https://www.minneapolisfed.org/beige-book-reports/1971/1971-06-su,1971-06-su,6/1/1971
1971,7,at,https://www.minneapolisfed.org/beige-book-reports/1971/1971-07-at,1971-07-at,7/1/1971
1971,7,bo,https://www.minneapolisfed.org/beige-book-reports/1971/1971-07-bo,1971-07-bo,7/1/1971
1971,7,ch,https://www.minneapolisfed.org/beige-book-reports/1971/1971-07-ch,1971-07-ch,7/1/1971
1971,7,cl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-07-cl,1971-07-cl,7/1/1971
1971,7,da,https://www.minneapolisfed.org/beige-book-reports/1971/1971-07-da,1971-07-da,7/1/1971
1971,7,kc,https://www.minneapolisfed.org/beige-book-reports/1971/1971-07-kc,1971-07-kc,7/1/1971
1971,7,mi,https://www.minneapolisfed.org/beige-book-reports/1971/1971-07-mi,1971-07-mi,7/1/1971
1971,7,ny,https://www.minneapolisfed.org/beige-book-reports/1971/1971-07-ny,1971-07-ny,7/1/1971
1971,7,ph,https://www.minneapolisfed.org/beige-book-reports/1971/1971-07-ph,1971-07-ph,7/1/1971
1971,7,ri,https://www.minneapolisfed.org/beige-book-reports/1971/1971-07-ri,1971-07-ri,7/1/1971
1971,7,sf,https://www.minneapolisfed.org/beige-book-reports/1971/1971-07-sf,1971-07-sf,7/1/1971
1971,7,sl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-07-sl,1971-07-sl,7/1/1971
1971,7,su,https://www.minneapolisfed.org/beige-book-reports/1971/1971-07-su,1971-07-su,7/1/1971
1971,8,at,https://www.minneapolisfed.org/beige-book-reports/1971/1971-08-at,1971-08-at,8/1/1971
1971,8,bo,https://www.minneapolisfed.org/beige-book-reports/1971/1971-08-bo,1971-08-bo,8/1/1971
1971,8,ch,https://www.minneapolisfed.org/beige-book-reports/1971/1971-08-ch,1971-08-ch,8/1/1971
1971,8,cl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-08-cl,1971-08-cl,8/1/1971
1971,8,da,https://www.minneapolisfed.org/beige-book-reports/1971/1971-08-da,1971-08-da,8/1/1971
1971,8,kc,https://www.minneapolisfed.org/beige-book-reports/1971/1971-08-kc,1971-08-kc,8/1/1971
1971,8,mi,https://www.minneapolisfed.org/beige-book-reports/1971/1971-08-mi,1971-08-mi,8/1/1971
1971,8,ny,https://www.minneapolisfed.org/beige-book-reports/1971/1971-08-ny,1971-08-ny,8/1/1971
1971,8,ph,https://www.minneapolisfed.org/beige-book-reports/1971/1971-08-ph,1971-08-ph,8/1/1971
1971,8,ri,https://www.minneapolisfed.org/beige-book-reports/1971/1971-08-ri,1971-08-ri,8/1/1971
1971,8,sf,https://www.minneapolisfed.org/beige-book-reports/1971/1971-08-sf,1971-08-sf,8/1/1971
1971,8,sl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-08-sl,1971-08-sl,8/1/1971
1971,8,su,https://www.minneapolisfed.org/beige-book-reports/1971/1971-08-su,1971-08-su,8/1/1971
1971,9,at,https://www.minneapolisfed.org/beige-book-reports/1971/1971-09-at,1971-09-at,9/1/1971
1971,9,bo,https://www.minneapolisfed.org/beige-book-reports/1971/1971-09-bo,1971-09-bo,9/1/1971
1971,9,ch,https://www.minneapolisfed.org/beige-book-reports/1971/1971-09-ch,1971-09-ch,9/1/1971
1971,9,cl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-09-cl,1971-09-cl,9/1/1971
1971,9,da,https://www.minneapolisfed.org/beige-book-reports/1971/1971-09-da,1971-09-da,9/1/1971
1971,9,kc,https://www.minneapolisfed.org/beige-book-reports/1971/1971-09-kc,1971-09-kc,9/1/1971
1971,9,mi,https://www.minneapolisfed.org/beige-book-reports/1971/1971-09-mi,1971-09-mi,9/1/1971
1971,9,ny,https://www.minneapolisfed.org/beige-book-reports/1971/1971-09-ny,1971-09-ny,9/1/1971
1971,9,ph,https://www.minneapolisfed.org/beige-book-reports/1971/1971-09-ph,1971-09-ph,9/1/1971
1971,9,ri,https://www.minneapolisfed.org/beige-book-reports/1971/1971-09-ri,1971-09-ri,9/1/1971
1971,9,sf,https://www.minneapolisfed.org/beige-book-reports/1971/1971-09-sf,1971-09-sf,9/1/1971
1971,9,sl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-09-sl,1971-09-sl,9/1/1971
1971,9,su,https://www.minneapolisfed.org/beige-book-reports/1971/1971-09-su,1971-09-su,9/1/1971
1971,10,at,https://www.minneapolisfed.org/beige-book-reports/1971/1971-10-at,1971-10-at,10/1/1971
1971,10,bo,https://www.minneapolisfed.org/beige-book-reports/1971/1971-10-bo,1971-10-bo,10/1/1971
1971,10,ch,https://www.minneapolisfed.org/beige-book-reports/1971/1971-10-ch,1971-10-ch,10/1/1971
1971,10,cl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-10-cl,1971-10-cl,10/1/1971
1971,10,da,https://www.minneapolisfed.org/beige-book-reports/1971/1971-10-da,1971-10-da,10/1/1971
1971,10,kc,https://www.minneapolisfed.org/beige-book-reports/1971/1971-10-kc,1971-10-kc,10/1/1971
1971,10,mi,https://www.minneapolisfed.org/beige-book-reports/1971/1971-10-mi,1971-10-mi,10/1/1971
1971,10,ny,https://www.minneapolisfed.org/beige-book-reports/1971/1971-10-ny,1971-10-ny,10/1/1971
1971,10,ph,https://www.minneapolisfed.org/beige-book-reports/1971/1971-10-ph,1971-10-ph,10/1/1971
1971,10,ri,https://www.minneapolisfed.org/beige-book-reports/1971/1971-10-ri,1971-10-ri,10/1/1971
1971,10,sf,https://www.minneapolisfed.org/beige-book-reports/1971/1971-10-sf,1971-10-sf,10/1/1971
1971,10,sl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-10-sl,1971-10-sl,10/1/1971
1971,10,su,https://www.minneapolisfed.org/beige-book-reports/1971/1971-10-su,1971-10-su,10/1/1971
1971,11,at,https://www.minneapolisfed.org/beige-book-reports/1971/1971-11-at,1971-11-at,11/1/1971
1971,11,bo,https://www.minneapolisfed.org/beige-book-reports/1971/1971-11-bo,1971-11-bo,11/1/1971
1971,11,ch,https://www.minneapolisfed.org/beige-book-reports/1971/1971-11-ch,1971-11-ch,11/1/1971
1971,11,cl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-11-cl,1971-11-cl,11/1/1971
1971,11,da,https://www.minneapolisfed.org/beige-book-reports/1971/1971-11-da,1971-11-da,11/1/1971
1971,11,kc,https://www.minneapolisfed.org/beige-book-reports/1971/1971-11-kc,1971-11-kc,11/1/1971
1971,11,mi,https://www.minneapolisfed.org/beige-book-reports/1971/1971-11-mi,1971-11-mi,11/1/1971
1971,11,ny,https://www.minneapolisfed.org/beige-book-reports/1971/1971-11-ny,1971-11-ny,11/1/1971
1971,11,ph,https://www.minneapolisfed.org/beige-book-reports/1971/1971-11-ph,1971-11-ph,11/1/1971
1971,11,ri,https://www.minneapolisfed.org/beige-book-reports/1971/1971-11-ri,1971-11-ri,11/1/1971
1971,11,sf,https://www.minneapolisfed.org/beige-book-reports/1971/1971-11-sf,1971-11-sf,11/1/1971
1971,11,sl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-11-sl,1971-11-sl,11/1/1971
1971,11,su,https://www.minneapolisfed.org/beige-book-reports/1971/1971-11-su,1971-11-su,11/1/1971
1971,12,at,https://www.minneapolisfed.org/beige-book-reports/1971/1971-12-at,1971-12-at,12/1/1971
1971,12,bo,https://www.minneapolisfed.org/beige-book-reports/1971/1971-12-bo,1971-12-bo,12/1/1971
1971,12,ch,https://www.minneapolisfed.org/beige-book-reports/1971/1971-12-ch,1971-12-ch,12/1/1971
1971,12,cl,https://www.minneapolisfed.org/beige-book-reports/1971/1971-12-cl,1971-12-cl,12/1/1971
1971,12,da,https://www.minneapolisfed.org/beige-book-reports/1971/1971-12-da,1971-12-da,12/1/1971
